Date,6857.T,8267.T,5201.T,2802.T,6770.T,6113.T,9202.T,8304.T,2502.T,3407.T
2015-07-24,1071.527587890625,1692.0928955078125,2962.671875,2676.859375,3715.384521484375,1016.882080078125,3440.472900390625,3591.78076171875,3593.29638671875,804.47509765625
2015-07-27,1037.281982421875,1682.4136962890625,2912.31494140625,2622.380615234375,3623.07666015625,1002.0126953125,3404.87255859375,3568.85498046875,3607.525390625,799.9276733398438
2015-07-28,1038.1832275390625,1687.4837646484375,2916.510986328125,2673.627685546875,3632.30712890625,998.7086791992188,3424.955078125,3530.643798828125,3624.422607421875,804.3892211914062
2015-07-29,957.0751953125,1740.0303955078125,2941.689453125,2700.8671875,3595.38427734375,978.8832397460938,3404.87255859375,3561.212890625,3695.12353515625,806.791748046875
2015-07-30,962.4824829101562,1756.1632080078125,2975.2607421875,2668.549560546875,3493.84619140625,984.665771484375,3475.160888671875,3607.06494140625,3689.78759765625,816.2299194335938
2015-07-31,977.802734375,1748.3272705078125,3050.796630859375,2633.461181640625,3613.845703125,1003.6649780273438,3605.6962890625,3637.634521484375,3696.90234375,808.4220581054688
2015-08-03,957.0751953125,1786.5848388671875,3189.2783203125,2616.379150390625,3664.61474609375,983.8395385742188,3581.962646484375,3614.707275390625,3735.142578125,822.7507934570312
2015-08-04,934.5450439453124,1843.7408447265625,3197.671142578125,2630.690673828125,3530.76904296875,968.1444091796876,3672.333251953125,3614.707275390625,3750.705810546875,833.0469970703125
2015-08-05,960.679931640625,1801.3348388671875,3218.6533203125,2653.775634765625,3424.615234375,976.4049072265624,3690.589599609375,3576.497314453125,3774.2734375,867.0243530273438
2015-08-06,968.7904663085938,1756.1632080078125,3294.18896484375,2615.455078125,3479.99951171875,1011.9257202148438,3633.081298828125,3538.287109375,3747.148681640625,870.4564819335938
2015-08-07,967.8894653320312,1741.413330078125,3294.18896484375,2572.5185546875,3558.4609375,1029.2730712890625,3568.27001953125,3591.78076171875,3831.18896484375,868.7404174804688
2015-08-10,966.0870971679688,1772.7569580078125,3315.170654296875,2619.61083984375,3558.4609375,1010.2736206054688,3620.301513671875,3584.138916015625,3895.665283203125,860.5892944335938
2015-08-11,985.01220703125,1751.553955078125,3340.34912109375,2572.056640625,3581.5380859375,1021.83837890625,3571.008544921875,3568.85498046875,3870.763916015625,867.8824462890625
2015-08-12,952.5689697265624,1730.8118896484375,3323.563720703125,2499.110107421875,3456.922607421875,1002.8391723632812,3553.66455078125,3568.85498046875,3863.6494140625,864.4503784179688
2015-08-13,962.4824829101562,1761.6944580078125,3373.9208984375,2536.045166015625,3493.84619140625,1016.882080078125,3560.054443359375,3538.287109375,3883.214599609375,891.477783203125
2015-08-14,965.185791015625,1761.6944580078125,3474.635009765625,2540.662353515625,3461.538330078125,977.2310180664062,3584.70068359375,3530.643798828125,3861.87109375,887.187744140625
2015-08-17,972.3954467773438,1788.4285888671875,3529.1884765625,2557.28271484375,3484.615234375,983.8395385742188,3578.31103515625,3515.359619140625,3876.10009765625,893.622802734375
2015-08-18,967.8894653320312,1751.553955078125,3420.081298828125,2546.6640625,3650.76904296875,987.1438598632812,3536.32080078125,3515.359619140625,3801.841796875,894.909912109375
2015-08-19,917.4222412109376,1706.3822021484375,3445.259765625,2506.959228515625,3521.538330078125,963.1878662109376,3460.5556640625,3492.433349609375,3732.030029296875,882.897705078125
